token,tag
СССР,B-LOC
В,O
годах,O
страну,O
охватил,O
массовый,O
голод,O
приведший,O
к,O
сильным,O
социальным,O
потрясениям,O
и,O
смерти,O
миллионов,O
людей,O
на,O
территории,O
Украины,B-LOC
Белоруссии,B-LOC
Северного,B-LOC
Кавказа,I-LOC
Поволжья,B-LOC
Южного,B-LOC
Урала,I-LOC
Западной,B-LOC
Сибири,I-LOC
и,O
Казахстана,B-LOC
февраля,O
года,O
Сбербанк,B-ORG
объявил,O
о,O
масштабной,O
реорганизации,O
С,O
года,O
торги,O
акциями,O
Сбербанка,B-ORG
проводятся,O
на,O
российских,O
биржах,O
ММВБ,B-ORG
и,O
РТС,B-ORG
Десять,O
устройств,O
были,O
установлены,O
в,O
Донецке,B-LOC
Луганске,B-LOC
и,O
В,O
художественно,O
эстетическом,O
отношении,O
деревянные,O
крепости,O
ничем,O
не,O
уступали,O
каменным,O
и,O
остаётся,O
только,O
сожалеть,O
что,O
башни,O
деревянных,O
кремлей,O
не,O
сохранились,O
до,O
нашего,O
времени,O
Июль,O
года,O
Владимир,B-PER
был,O
третьим,O
сыном,O
в,O
семье,O
В,O
году,O
ценность,O
бренда,O
Сбербанка,B-ORG
выросла,O
до,O
миллиарда,O
Конституция,O
СССР,B-LOC
отражала,O
преемственность,O
базовых,O
основ,O
с,O
Конституцией,O
сентября,O
года,O
с,O
помощью,O
ракеты,O
носителя,O
Союз,O
У,O
осуществлён,O
запуск,O
грузового,O
корабля,O
модуля,O
Прогресс,O
М,O
для,O
доставки,O
на,O
МКС,B-ORG
разработанного,O
и,O
изготовленного,O
РКК,B-ORG
Энергия,I-ORG
Королёва,I-ORG
стыковочного,I-ORG
отсека,I-ORG
Пирс,I-ORG
используемого,O
как,O
шлюзовой,O
отсек,O
для,O
выходов,O
в,O
открытый,O
космос,O
а,O
также,O
обеспечивающего,O
возможность,O
дозаправки,O
баков,O
российского,O
сегмента,O
В,O
августе,O
года,O
согласно,O
договорённости,O
с,O
союзниками,O
СССР,B-LOC
вступил,O
в,O
войну,O
против,O
Японии,B-LOC
Сбербанк,B-ORG
в,O
апреле,O
года,O
объявил,O
намерение,O
инвестировать,O
в,O
Rambler,B-ORG
Group,I-ORG
До,O
года,O
Сбербанк,B-ORG
России,B-LOC
принадлежал,O
Центральному,B-ORG
Банку,I-ORG
России,I-ORG
Советский,B-LOC
Союз,I-LOC
имел,O
самую,O
протяжённую,O
границу,O
в,O
мире,O
более,O
км,O
и,O
граничил,O
с,O
Норвегией,B-LOC
Финляндией,B-LOC
Польшей,B-LOC
Чехословакией,B-LOC
Венгрией,B-LOC
Румынией,B-LOC
Турцией,B-LOC
Ираном,B-LOC
Афганистаном,B-LOC
Китаем,B-LOC
Монголией,B-LOC
Северной,B-LOC
Кореей,I-LOC
Японией,B-LOC
и,O
США,B-LOC
с,O
по,O
Кремль,B-LOC
признан,O
объектом,O
всемирного,O
наследия,O
ЮНЕСКО,B-ORG
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
В,O
его,O
активах,O
был,O
контрольный,O
пакет,O
обыкновенных,O
акций,O
Сбербанка,B-ORG
акция,O
Конституцией,O
Союзные,B-LOC
Республики,I-LOC
права,O
в,O
области,O
экономики,O
зафиксировали,O
за,O
Будучи,O
премьер,O
министром,O
при,O
президенте,O
Дмитрии,B-PER
Медведеве,I-PER
Путин,B-PER
руководил,O
войной,O
с,O
Грузией,B-LOC
и,O
реформами,O
армии,O
и,O
полиции,O
Согласно,O
положениям,O
Конституции,O
года,O
СССР,B-LOC
провозглашался,O
единым,O
союзным,O
государством,O
Содержание,O
География,O
СССР,B-LOC
История,O
СССР,B-LOC
Предыстория,O
Образование,O
СССР,B-LOC
Довоенный,O
период,O
СССР,B-LOC
во,O
Второй,O
мировой,O
войне,O
Послевоенный,O
период,O
Хрущёвская,O
оттепель,O
Период,O
правления,O
Леонида,B-PER
Брежнева,I-PER
Эпоха,O
Застоя,O
Перестройка,O
Распад,O
Советского,B-LOC
Союза,I-LOC
Государственная,O
символика,O
Политическая,O
система,O
и,O
идеология,O
Оценка,O
политической,O
системы,O
Социальная,O
структура,O
Правовая,O
и,O
судебная,O
системы,O
Земельное,O
законодательство,O
Руководители,O
СССР,B-LOC
Экономика,O
НЭП,O
Итоги,O
НЭПа,B-ORG
Индустриализация,O
Во,O
время,O
Великой,O
Отечественной,O
войны,O
Послевоенное,O
состояние,O
страны,O
и,O
годы,O
годы,O
Госплан,O
Ценообразование,O
Права,O
человека,O
в,O
СССР,B-LOC
Здравоохранение,O
Социальное,O
обеспечение,O
Пенсии,O
в,O
СССР,B-LOC
Уровень,O
жизни,O
Динамика,O
уровня,O
жизни,O
в,O
СССР,B-LOC
Транспорт,O
инфраструктура,O
связь,O
Железнодорожный,O
транспорт,O
Городской,O
электротранспорт,O
Метрополитен,O
Троллейбус,O
Трамвай,O
Космонавтика,O
Атомная,O
энергетика,O
Вооружённые,B-ORG
силы,I-ORG
СССР,B-LOC
Уголовно,O
исполнительная,O
система,O
и,O
спецслужбы,O
Административно,O
территориальное,O
деление,O
СССР,B-LOC
Население,O
СССР,B-LOC
Культура,O
и,O
общество,O
Культура,O
и,O
искусство,O
Кинематография,O
Наука,O
Печать,O
радиовещание,O
и,O
телевидение,O
Печать,O
Радиовещание,O
и,O
телевидение,O
Цензура,O
Религия,O
в,O
СССР,B-LOC
Спорт,O
в,O
СССР,B-LOC
Образование,O
Молодёжь,O
в,O
Советском,B-LOC
Союзе,I-LOC
Мнения,O
о,O
возможности,O
сохранения,O
СССР,B-LOC
СССР,B-LOC
сверхдержава,O
Оценки,O
роли,O
СССР,B-LOC
В,O
республиках,O
бывшего,O
СССР,B-LOC
В,O
других,O
странах,O
Положительная,O
оценка,O
Ностальгия,B-LOC
по,O
СССР,B-LOC
Попытки,O
оспорить,O
роспуск,O
СССР,B-LOC
в,O
судебном,O
порядке,O
Примечания,O
Литература,O
Ссылки,O
География,O
СССР,B-LOC
Физическая,O
карта,O
СССР,B-LOC
Основная,O
статья,O
География,O
СССР,B-LOC
Располагаясь,O
на,O
территории,O
площадью,O
миллиона,O
квадратных,O
Советский,B-LOC
Союз,I-LOC
был,O
крупнейшим,O
государством,O
От,O
разрушенных,O
башен,O
сохранились,O
основания,O
Согласно,O
Миклошичу,B-PER
и,O
Соболевскому,B-PER
родственно,O
словам,O
кремень,O
и,O
Промышленное,O
производство,O
СССР,B-LOC
на,O
довоенный,O
уровень,O
вышло,O
в,O
году,O
сельское,O
хозяйство,O
в,O
Объект,O
БД,O
Викигида,O
Укреплённые,O
каменные,O
дворы,O
которые,O
стали,O
называть,O
править,O
код,O
Изображение,O
Название,O
Годы,O
постройки,O
Информация,O
Александровская,O
слобода,O
В,O
камне,O
Также,O
иногда,O
называется,O
Александровским,B-ORG
кремлём,I-ORG
В,O
июле,O
августе,O
на,O
Потсдамской,B-LOC
встрече,O
руководители,O
трёх,B-PER
держав,I-PER
СССР,B-LOC
США,B-LOC
и,O
Англии,B-LOC
определили,O
основы,O
устройства,O
мирового,O
декабря,O
года,O
выведен,O
на,O
орбиту,O
созданный,O
ИСС,B-ORG
Решетнёва,I-ORG
космический,O
аппарат,O
первый,O
телекоммуникационный,O
спутник,O
являющийся,O
частью,O
многофункциональной,O
космической,O
системы,O
ретрансляции,O
Эксперимент,O
Магнитный,O
биопринтер,O
на,O
МКС,B-ORG
проводил,O
космонавт,O
Олег,B-PER
Дмитриевич,I-PER
Кононенко,I-PER
в,O
рамках,O
совместного,O
проекта,O
Инвитро,O
Bioprinting,O
Solutions,O
и,O
госкорпорации,O
Роскосмос,B-ORG
при,O
поддержке,O
Фонда,B-ORG
Владимир,B-PER
Путин,I-PER
отметил,O
что,O
устойчивое,O
положение,O
Сбербанка,B-ORG
хороший,O
сигнал,O
для,O
всей,O
финансовой,O
системы,O
страны,O
и,O
дальнейшей,O
суверенизации,O
Ранее,O
занимал,O
должность,O
президента,O
с,O
мая,O
по,O
мая,O
года,O
также,O
в,O
и,O
годах,O
занимал,O
должность,O
председателя,O
правительства,O
Российской,B-LOC
Федерации,I-LOC
В,O
мае,O
года,O
компания,O
выпустила,O
операционную,O
систему,O
Салют,B-ORG
ТВ,I-ORG
предназначенную,O
для,O
смарт,O
телевизоров,O
С,O
начала,O
года,O
Роскосмос,B-ORG
снизил,O
стоимость,O
запусков,O
российских,O
ракет,O
на,O
чтобы,O
противостоять,O
американским,O
конкурентам,O
в,O
условиях,O
В,O
году,O
был,O
награждён,O
бронзовой,O
медалью,O
За,O
заслуги,O
Национальной,B-ORG
народной,I-ORG
армии,I-ORG
ГДР,B-LOC
июля,O
года,O
Сбер,B-PER
выложил,O
в,O
открытый,O
доступ,O
языковую,O
модель,O
дообученная,O
версия,O
которой,O
лежит,O
в,O
основе,O
В,O
конце,O
мая,O
года,O
Президент,O
России,B-LOC
Путин,I-PER
поручил,O
Роскосмосу,B-ORG
ускорить,O
темпы,O
создания,O
ракеты,O
сверхтяжёлого,O
класса,O
августа,O
президент,O
Ельцин,B-PER
назначил,O
директора,O
ФСБ,B-ORG
Путина,B-PER
первым,O
заместителем,O
и,O
исполняющим,O
обязанности,O
председателя,O
правительства,O
Российской,B-LOC
вместо,O
Сергея,B-PER
Полномочия,O
которые,O
были,O
отнесены,O
к,O
главным,O
органам,O
власти,O
СССР,B-LOC
делились,O
на,O
два,O
основных,O
направления,O
Имущество,O
банка,O
будет,O
продано,O
для,O
погашения,O
задолженности,O
в,O
млрд,O
крон,O
млрд,O
В,O
июне,O
года,O
Сбербанк,B-ORG
покупает,O
компании,O
ещё,O
компании,O
отходит,O
ООО,B-ORG
Холдинг,I-ORG
совместному,O
предприятию,O
Сбербанка,B-ORG
и,O
Карьера,O
в,O
КГБ,B-ORG
и,O
начало,O
государственной,O
службы,O
Служба,B-ORG
в,O
КГБ,B-ORG
СССР,B-LOC
Фото,O
из,O
личного,O
дела,O
сотрудника,O
КГБ,B-ORG
В,O
году,O
окончил,O
юридический,O
факультет,O
ЛГУ,B-ORG
был,O
направлен,O
по,O
распределению,O
на,O
работу,O
в,O
Комитет,B-ORG
государственной,I-ORG
Награждён,O
медалями,O
За,O
боевые,O
заслуги,O
За,O
оборону,O
Ленинграда,O
За,O
победу,O
над,O
Германией,B-LOC
июля,O
Российский,B-ORG
республиканский,I-ORG
банк,I-ORG
Сберегательного,B-ORG
банка,I-ORG
СССР,B-LOC
был,O
преобразован,O
в,O
Сберегательный,B-ORG
банк,I-ORG
РСФСР,B-LOC
постановление,O
Верховного,B-ORG
Совета,I-ORG
РСФСР,B-LOC
от,O
О,O
Государственном,B-ORG
банке,I-ORG
РСФСР,B-LOC
и,O
банках,O
на,O
территории,O
объявлен,O
собственностью,O
РСФСР,B-LOC
и,O
передан,O
в,O
ведение,O
Центрального,B-ORG
банка,I-ORG
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
Традиции,O
строительства,O
крепостей,O
сохранялись,O
лишь,O
в,O
Новгородской,B-LOC
и,O
Псковской,B-LOC
землях,I-LOC
не,O
пострадавших,O
от,O
монгольского,O
нашествия,O
В,O
начале,O
ноября,O
года,O
Герман,B-PER
Греф,I-PER
объявил,O
о,O
восстановлении,O
прибыльности,O
Сбербанка,B-ORG
с,O
начала,O
года,O
она,O
составила,O
млрд,O
рублей,O
К,O
семейству,O
ракет,O
носителей,O
принадлежат,O
серии,O
Спутник,O
Полёт,B-LOC
Луна,B-LOC
Восток,B-LOC
и,O
Восход,B-LOC
Молния,B-PER
и,O
всё,O
семейство,O
ракет,O
носителей,O
Союз,O
К,O
моменту,O
назначения,O
считался,O
одной,O
из,O
самых,O
влиятельных,O
фигур,O
в,O
Однако,O
по,O
мнению,O
профессора,O
международной,O
политической,O
экономии,O
в,O
Вулверхэмптонского,B-ORG
университета,I-ORG
Хейнса,I-PER
число,O
полученное,O
группой,O
Кривошеева,I-ORG
задаёт,O
лишь,O
нижний,O
предел,O
всех,O
потерь,O
СССР,B-LOC
в,O
войне,O
По,O
размеру,O
операционной,O
прибыли,O
в,O
году,O
основным,O
регионом,O
деятельности,O
банка,O
являлась,O
Россия,B-LOC
трлн,O
рублей,O
далее,O
следуют,O
Казахстан,B-LOC
млрд,O
рублей,O
Белоруссия,B-LOC
млрд,O
Украина,B-LOC
млрд,O
Швейцария,B-LOC
млрд,O
Чехия,B-LOC
млрд,O
Венгрия,B-LOC
млрд,O
Великобритания,B-LOC
млрд,O
Сербия,B-LOC
млрд,O
Словения,B-LOC
млрд,O
Босния,B-LOC
и,O
Герцеговина,B-LOC
млрд,O
Хорватия,B-LOC
млрд,O
Австрия,B-LOC
млн,O
Ирландия,B-LOC
млн,O
США,B-LOC
млн,O
деятельность,O
на,O
Кипре,B-LOC
и,O
в,O
других,O
офшорных,O
юрисдикциях,O
принесла,O
убыток,O
в,O
млрд,O
Есть,O
несколько,O
версий,O
его,O
происхождения,O
В,O
сентябре,O
года,O
Сбербанк,B-ORG
также,O
купил,O
стриминговый,O
музыкальный,O
сервис,O
Zvooq,B-ORG
на,O
базе,O
которого,O
создал,O
собственный,O
музыкальный,O
сервис,O
СберЗвук,B-ORG
К,O
этому,O
моменту,O
на,O
полуострове,O
работало,O
офисов,O
и,O
банкоматов,O
Значит,O
вы,O
уж,O
меня,O
извините,O
в,O
туалете,O
поймаем,O
мы,O
и,O
в,O
сортире,O
их,O
замочим,O
в,O
конце,O
августа,O
на,O
встрече,O
с,O
Путиным,B-PER
Ельцин,B-PER
сообщил,O
о,O
том,O
что,O
хочет,O
назначить,O
его,O
председателем,O
правительства,O
в,O
HGЯO,B-ORG
Место,O
для,O
постройки,O
кремля,B-LOC
обычно,O
выбиралось,O
на,O
холме,O
рядом,O
с,O
рекой,O
или,O
другими,O
естественными,O
препятствиями,O
Указанный,O
тип,O
строительства,O
давал,O
дополнительную,O
прочность,O
такому,O
сооружению,O
В,O
апреле,O
года,O
на,O
основании,O
Федеральных,B-ORG
законов,I-ORG
и,O
от,O
марта,O
года,O
началась,O
поэтапная,O
продажа,O
ЦБ,B-ORG
РФ,B-LOC
обыкновенных,O
акций,O
Сбербанка,B-ORG
Правительству,B-ORG
России,B-LOC
В,O
условиях,O
поражения,O
коммунистического,O
движения,O
в,O
Европе,B-LOC
и,O
в,O
связи,O
с,O
приходом,O
нацистов,O
к,O
власти,O
в,O
Германии,B-LOC
руководство,O
и,O
НКВД,B-ORG
развернуло,O
в,O
СССР,B-LOC
в,O
середине,O
годов,O
масштабные,O
политические,O
репрессии,O
достигшие,O
своего,O
пика,O
в,O
годах,O
Большой,O
террор,O
разрослась,O
система,O
ГУЛАГа,B-ORG
Авт,O
впервые,O
напечатаны,O
живые,O
ткани,O
в,O
космосе,O
Все,O
они,O
утрачены,O
мая,O
года,O
по,O
инициативе,O
Юмашева,B-PER
Путин,I-PER
был,O
назначен,O
его,O
первым,O
заместителем,O
в,O
Администрации,B-LOC
ответственным,O
за,O
работу,O
с,O
регионами,O
Тогда,O
же,O
прошёл,O
курсы,O
подготовки,O
оперативного,O
состава,O
на,O
Охте,B-LOC
школа,O
и,O
был,O
аттестован,O
младшим,O
офицером,O
старший,O
лейтенант,O
юстиции,O
в,O
системе,O
территориальных,O
органов,O
КГБ,B-ORG
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
Фактически,O
руководит,O
Россией,B-LOC
согласно,O
разным,O
оценкам,O
с,O
или,O
с,O
Государственная,O
программа,O
Космическая,O
деятельность,O
править,O
код,O
Российская,B-LOC
Федерация,I-LOC
реализует,O
космическую,O
политику,O
через,O
государственную,O
программу,O
Космическая,O
деятельность,O
России,B-LOC
включающую,O
в,O
себя,O
национальный,O
проект,O
Развитие,O
космической,O
деятельности,O
Российской,B-LOC
Федерации,I-LOC
на,O
период,O
до,O
года,O
и,O
на,O
перспективу,O
до,O
года,O
и,O
федеральные,O
проекты,O
Комплексное,O
развитие,O
космических,O
информационных,O
технологий,O
Сфера,O
Поддержание,O
развитие,O
и,O
использование,O
системы,O
ГЛОНАСС,O
Создание,O
модернизация,O
техническое,O
перевооружение,O
производственно,O
технологической,O
базы,O
организаций,O
ракетно,O
космической,O
промышленности,O
в,O
обеспечение,O
развития,O
космической,O
деятельности,O
Развитие,O
космической,O
ядерной,O
энергетики,O
России,B-LOC
Создание,O
космического,O
комплекса,O
российской,O
орбитальной,O
станции,O
Создание,O
и,O
эксплуатация,O
российско,O
белорусского,O
космического,O
аппарата,O
дистанционного,O
зондирования,O
Земли,B-LOC
и,O
космической,O
системы,O
на,O
его,O
основе,O
Федеральная,B-ORG
космическая,I-ORG
программа,I-ORG
Развитие,I-ORG
космодромов,I-ORG
Год,O
Расходы,O
программы,O
млн,O
Источник,O
Всего,O
На,O
Роскосмос,B-ORG
Космическая,O
править,O
код,O
Основная,O
статья,O
Космическая,O
промышленность,O
России,B-LOC
Этот,O
раздел,O
нужно,O
дополнить,O
Гаскол,O
компания,O
создающая,O
высокоточные,O
звёздные,O
датчики,O
для,O
ориентации,O
космических,O
аппаратов,O
основанная,O
в,O
В,O
рамках,O
реорганизации,O
Сбербанка,B-ORG
руководить,O
e,O
com,O
бизнесом,O
должен,O
был,O
Лев,B-PER
Хасис,I-PER
но,O
через,O
несколько,O
дней,O
после,O
начала,O
военных,O
действий,O
он,O
уехал,O
из,O
России,B-LOC
и,O
перестал,O
работать,O
в,O
Сбербанке,B-ORG
Рег,O
ЕГРОКН,O
В,O
годах,O
в,O
состав,O
СССР,B-LOC
включены,O
Тувинская,B-ORG
Народная,I-ORG
получившая,O
статус,O
автономной,O
области,O
в,O
составе,O
РСФСР,B-LOC
Северная,O
часть,O
Восточной,B-LOC
Пруссии,I-LOC
вошедшая,O
в,O
состав,O
РСФСР,B-LOC
как,O
Калининградская,B-LOC
область,I-LOC
Закарпатская,B-LOC
область,I-LOC
УССР,O
Печенга,O
перешедшая,O
в,O
состав,O
Мурманской,B-LOC
области,I-LOC
Южный,B-LOC
Сахалин,I-LOC
и,O
Курильские,B-LOC
острова,I-LOC
образовавшие,O
Южно,B-LOC
Сахалинскую,I-LOC
область,I-LOC
в,O
составе,O
Хабаровского,B-LOC
края,I-LOC
РСФСР,B-LOC
а,O
в,O
послевоенные,O
годы,O
включённые,O
в,O
Сахалинскую,B-LOC
область,I-LOC
выведенную,O
непосредственно,O
в,O
состав,O
Существенный,O
вклад,O
в,O
развитие,O
народного,O
хозяйства,O
СССР,B-LOC
вплоть,O
до,O
года,O
вносили,O
репарации,O
полученные,O
от,O
побеждённой,O
Германии,B-LOC
на,O
сумму,O
млрд,O
долларов,O
включая,O
промышленное,O
оборудование,O
и,O
целые,O
заводские,O
комплексы,O
На,O
эту,O
должность,O
его,O
пригласил,O
Валентин,B-PER
Юмашев,I-PER
возглавивший,O
Администрацию,O
президента,O
после,O
того,O
как,O
прежний,O
руководитель,O
Анатолий,B-PER
Чубайс,I-PER
перешёл,O
на,O
должность,O
первого,O
вице,O
премьера,O
в,O
правительстве,O
Виктора,B-PER
Черномырдина,I-PER
С,O
года,O
владельцем,O
плюс,O
акция,O
ПАО,B-ORG
Сбербанк,I-ORG
является,O
Фонд,B-ORG
национального,I-ORG
благосостояния,I-ORG
России,B-LOC
контролируемый,O
Правительством,B-PER
остальные,O
акции,O
находятся,O
в,O
публичном,O
обращении,O
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
Полномочия,O
упразднённого,O
ГКО,B-ORG
были,O
отданы,O
Совету,B-ORG
Народных,I-ORG
Комиссаров,I-ORG
Кремль,B-LOC
мог,O
получить,O
название,O
по,O
принципу,O
изолированности,O
отдельности,O
нечто,O
откусанное,O
или,O
по,O
форме,O
самой,O
территории,O
кремли,O
строились,O
на,O
мысах,O
образованных,O
острым,O
углом,O
двух,O
рек,O
или,O
по,O
внешнему,O
виду,O
крепости,O
частокол,O
из,O
остро,O
отёсанных,O
зубцами,O
брёвен,O
название,O
бороны,O
krèmis,B-ORG
по,O
принципу,O
зубчатости,O
или,O
по,O
названию,O
самого,O
места,O
устье,O
впадение,O
слияние,O
Помимо,O
этого,O
в,O
ноябре,O
года,O
стало,O
известно,O
о,O
намерении,O
банка,O
открыть,O
филиал,O
в,O
Китае,B-LOC
помимо,O
ноября,O
года,O
с,O
помощью,O
ракеты,O
носителя,O
Протон,O
К,O
осуществлён,O
запуск,O
разработанного,O
и,O
изготовленного,O
ГКНПЦ,B-ORG
Хруничева,I-ORG
функционально,O
грузового,O
блока,O
Заря,B-ORG
с,O
вывода,O
на,O
орбиту,O
которого,O
началось,O
развёртывание,O
Международной,B-ORG
космической,I-ORG
Уже,O
в,O
октябре,O
года,O
город,O
Вильно,B-LOC
и,O
Виленская,B-LOC
область,I-LOC
были,O
переданы,O
Так,O
например,O
не,O
сохранилось,O
даже,O
частично,O
ни,O
одного,O
деревянного,O
кремля,B-LOC
если,O
не,O
считать,O
нескольких,O
острожных,O
башен,O
в,O
зауральских,O
землях,O
В,O
году,O
Роскосмос,B-ORG
отозвал,O
на,O
ВМЗ,B-ORG
ракетные,O
двигатели,O
предназначенные,O
для,O
ракет,O
носителей,O
Протон,O
М,O
из,O
за,O
несоответствия,O
конструкторской,O
документации,O
выявленного,O
в,O
ходе,O
огневых,O
испытаний,O
одного,O
из,O
двигателей,O
второй,O
После,O
увольнения,O
из,O
КГБ,B-ORG
в,O
году,O
работал,O
в,O
мэрии,O
Санкт,B-LOC
Петербурга,I-LOC
В,O
июле,O
года,O
объявили,O
о,O
приобретении,O
холдинга,O
Volksbank,B-ORG
International,I-ORG
VBI,I-ORG
восточноевропейского,O
подразделения,O
австрийской,O
банковской,O
группы,O
Österreichische,B-ORG
Volksbanken,I-ORG
AG,I-ORG
тогда,O
же,O
стало,O
известно,O
что,O
эта,O
группа,O
стала,O
одним,O
из,O
восьми,O
европейских,O
банковских,O
институтов,O
не,O
прошедших,O
стресс,O
тест,O
Европейского,B-LOC
банковского,I-LOC
Во,O
второй,O
половине,O
XVII,O
века,O
на,O
территории,O
бывшей,O
царской,O
крепости,O
был,O
устроен,O
Успенский,B-PER
женский,O
монастырь,O
В,O
начале,O
года,O
Красная,B-ORG
армия,I-ORG
разгромила,O
немецкие,O
войска,O
в,O
Польше,B-LOC
Венгрии,B-LOC
и,O
Чехословакии,B-LOC
и,O
к,O
маю,O
взяла,O
Берлин,B-LOC
Международное,O
сотрудничество,O
было,O
ограничено,O
декабря,O
года,O
после,O
отставки,O
Бориса,B-PER
Ельцина,I-PER
который,O
ранее,O
назвал,O
Путина,B-PER
своим,O
преемником,O
был,O
назначен,O
исполняющим,O
обязанности,O
президента,O
Россия,B-LOC
отстает,O
от,O
США,B-LOC
которые,O
осуществили,O
запуска,O
и,O
Китая,B-LOC
с,O
его,O
Также,O
сохранились,O
многие,O
внутренние,O
постройки,O
кремля,B-LOC
Последним,O
проданным,O
активом,O
банка,O
стала,O
его,O
дочерняя,O
структура,O
в,O
Австрии,B-LOC
Коллегами,O
Путина,B-PER
по,O
службе,O
в,O
Дрездене,B-LOC
были,O
в,O
частности,O
Сергей,B-PER
Чемезов,I-PER
и,O
Николай,B-PER
В,O
году,O
сотрудники,O
Брукингского,B-ORG
института,I-ORG
Вашингтона,B-LOC
Клиффорд,B-PER
Гэдди,I-PER
и,O
Игорь,B-PER
Данченко,I-PER
обвинили,O
Путина,B-PER
в,O
плагиате,O
копировании,O
или,O
незначительном,O
видоизменении,O
фрагментов,O
статьи,O
Стратегическое,O
планирование,O
и,O
политика,O
профессоров,O
Уильяма,B-PER
Кинга,I-PER
и,O
Дэвида,B-PER
Клиланда,I-PER
опубликованной,O
в,O
Спустя,O
несколько,O
дней,O
приложение,O
СБОЛ,B-ORG
было,O
удалено,O
однако,O
вернулось,O
в,O
магазин,O
в,O
октябре,O
о,O
чём,O
Сбер,O
оповестил,O
своих,O
клиентов,O
через,O
Демографический,O
кризис,O
года,O
из,O
за,O
голода,O
привёл,O
к,O
потере,O
пятилетнего,O
естественного,O
прироста,O
в,O
году,O
население,O
СССР,B-LOC
было,O
таким,O
же,O
по,O
размеру,O
как,O
и,O
в,O
В,O
году,O
Роскосмос,B-ORG
приступил,O
к,O
созданию,O
образца,O
возвращаемой,O
первой,O
ступени,O
ракеты,O
носителя,O
для,O
этого,O
в,O
центре,O
Хруничева,O
собрана,O
команда,O
специалистов,O
разрабатывавших,O
систему,O
Энергия,O
В,O
марте,O
года,O
банк,O
разместил,O
дополнительный,O
выпуск,O
обыкновенных,O
акций,O
в,O
результате,O
чего,O
уставный,O
капитал,O
увеличился,O
на,O
и,O
было,O
привлечено,O
миллиарда,O
рублей,O
В,O
году,O
награждён,O
орденом,O
Отечественной,O
войны,O
Объект,O
БД,O
Викигида,O
Староладожский,O
детинец,O
кремлём,O
не,O
назывался,O
В,O
дереве,O
X,O
век,O
В,O
камне,O
XVI,O
век,O
Детинец,O
первой,O
столицы,O
Руси,B-LOC
в,O
годах,O
здесь,O
размещался,O
Рюрик,B-PER
со,O
своей,O
дружиной,O
Здесь,O
возводятся,O
впервые,O
на,O
Руси,B-LOC
крепости,O
которые,O
были,O
не,O
столько,O
городами,O
в,O
полном,O
смысле,O
этого,O
слова,O
сколько,O
оборонными,O
сооружениями,O
Изборская,O
крепость,O
Порховская,B-LOC
крепость,I-LOC
Копорская,B-LOC
крепость,I-LOC
крепость,O
Орешек,B-PER
крепость,O
Ям,B-PER
крепость,O
Корела,B-PER
крепость,O
Остров,B-PER
Согласно,O
собственному,O
ответу,O
во,O
время,O
переписи,O
населения,O
русский,O
по,O
национальной,O
Этого,O
же,O
родства,O
придерживается,O
Исполняющий,O
обязанности,O
президента,O
декабря,O
мая,O
Владимир,B-PER
Путин,I-PER
руководитель,O
Администрации,B-ORG
президента,I-ORG
Александр,B-PER
Волошин,I-PER
и,O
Борис,B-PER
Ельцин,I-PER
покидающий,O
Кремль,B-LOC
Ельцин,B-PER
и,O
его,O
олигархическое,O
окружение,O
озаботились,O
проблемой,O
своей,O
безопасности,O
и,O
сохранения,O
накопленных,O
финансов,O
после,O
ухода,O
Ельцина,B-PER
с,O
поста,O
президента,O
в,O
HGЯO,B-ORG
В,O
июне,O
года,O
Сбербанк,B-ORG
объявил,O
о,O
крупнейшей,O
своей,O
зарубежной,O
покупке,O
достижении,O
договорённости,O
о,O
приобретении,O
турецкого,O
бизнеса,O
франко,O
бельгийской,O
группы,O
Dexia,B-ORG
банка,O
Пожалуйста,O
улучшите,O
статью,O
в,O
соответствии,O
с,O
правилами,O
написания,O
статей,O
Прошёл,O
курсы,O
переподготовки,O
оперативного,O
состава,O
Комитета,B-ORG
государственной,I-ORG
безопасности,I-ORG
в,O
Ленинграде,B-LOC
и,O
Москве,B-LOC
при,O
Высшей,B-ORG
школе,I-ORG
КГБ,B-ORG
СССР,B-LOC
Борьба,O
с,O
коррупцией,O
в,O
сталинский,O
период,O
скорее,O
декларировалась,O
чем,O
велась,O
на,O
самом,O
сентября,O
года,O
Япония,B-LOC
капитулировала,O
на,O
этом,O
Вторая,O
мировая,O
война,O
закончилась,O
править,O
код,O
ноября,O
года,O
был,O
создан,O
Центр,O
эксплуатации,O
объектов,O
наземной,O
космической,O
инфраструктуры,O
ЦЭНКИ,O
одно,O
из,O
ведущих,O
предприятий,O
ракетно,O
космической,O
отрасли,O
России,B-LOC
по,O
управлению,O
космодромами,O
созданию,O
и,O
эксплуатации,O
наземной,O
космической,O
инфраструктуры,O
одним,O
из,O
мировых,O
лидеров,O
по,O
предоставлению,O
пусковых,O
февраля,O
Владимир,B-PER
Владимирович,I-PER
Путин,I-PER
Владимир,B-PER
Путин,I-PER
год,O
Президент,O
России,B-LOC
с,O
мая,O
Глава,O
правительства,O
